workerid,proliferate.condition,SpeakerGender,list,list_firstSocCond,name,response,rt,slide_number_in_experiment,socialCondition,socialInfo,socialInfo_code,trigger_class,whichSocConditionFirst,error
3649,default,M,list2,list2-R,Jason,0.8,3966,23,R,southern,S,C,R,
3649,default,M,list2,list2-R,Daniel,0.88,3572,24,D,non-southern,N,C,R,
3649,default,F,list2,list2-R,Michelle,0.53,3809,25,D,non-southern,N,C,R,
3649,default,F,list2,list2-R,Rebecca,0.63,3220,26,D,non-southern,N,Empty,R,
3649,default,F,list2,list2-R,Angela,0.16,5473,27,D,southern,S,Empty,R,
3691,default,F,list1,list1-R,Rebecca,0.59,12048,4,D,non-southern,N,Empty,R,
3691,default,F,list1,list1-R,Sarah,0.97,4766,5,R,southern,S,C,R,
3691,default,F,list1,list1-R,Jessica,0.72,3645,6,R,non-southern,N,C,R,
3691,default,M,list1,list1-R,David,0.02,4753,7,R,non-southern,N,C,R,
3691,default,F,list1,list1-R,Lisa,0.92,4055,8,D,non-southern,N,C,R,
3691,default,F,list1,list1-R,Angela,0.06,4219,9,D,southern,S,Empty,R,
3691,default,M,list1,list1-R,Joseph,0.97,3710,10,R,southern,S,C,R,
3691,default,M,list1,list1-R,Jeff,0.74,4017,11,R,southern,S,Empty,R,
3691,default,M,list1,list1-R,Justin,0.01,9200,12,R,Democrat,D,Party,R,
3691,default,M,list1,list1-R,Andrew,0.92,5252,13,R,southern,S,C,R,
3691,default,M,list1,list1-R,Tim,0.04,3710,14,R,non-southern,N,C,R,
3691,default,M,list1,list1-R,Ryan,0.04,3936,15,D,southern,S,C,R,
3691,default,M,list1,list1-R,Michael,0.09,3734,16,D,southern,S,C,R,
3691,default,F,list1,list1-R,Rachel,0.73,3354,17,R,southern,S,C,R,
3691,default,M,list1,list1-R,William,0.9,3677,18,D,non-southern,N,C,R,
3691,default,M,list1,list1-R,Eric,0.51,3071,19,R,non-southern,N,Empty,R,
3691,default,F,list1,list1-R,Haley,0.14,4006,20,D,southern,S,C,R,
3691,default,M,list1,list1-R,Patrick,0.99,3290,21,R,Republican,R,Party,R,
3691,default,F,list1,list1-R,Emily,0.03,5276,22,R,non-southern,N,C,R,
3691,default,M,list1,list1-R,Scott,0.61,4217,23,D,non-southern,N,C,R,
3691,default,F,list1,list1-R,Donna,0.03,4248,24,D,southern,S,C,R,
3691,default,F,list1,list1-R,Stephanie,0.02,3459,25,D,Republican,R,Party,R,
3691,default,F,list1,list1-R,Amanda,0.98,3960,26,D,Democrat,D,Party,R,
3691,default,F,list1,list1-R,Elizabeth,0.95,3242,27,D,non-southern,N,C,R,
3687,default,F,list1,list1-R,Amanda,0.01,11827,4,,Democrat,D,Party,R,
3687,default,M,list1,list1-R,David,0.53,8166,5,R,non-southern,N,C,R,
3687,default,M,list1,list1-R,Michael,0.78,5904,6,,southern,S,C,R,
3687,default,M,list1,list1-R,Eric,0.55,8064,7,R,non-southern,N,Empty,R,
3687,default,F,list1,list1-R,Donna,0.47,7789,8,,southern,S,C,R,
3687,default,F,list1,list1-R,Rebecca,0.4,6870,9,,non-southern,N,Empty,R,
3687,default,M,list1,list1-R,Patrick,1,8476,10,R,Republican,R,Party,R,
3687,default,M,list1,list1-R,Ryan,0.67,8146,11,,southern,S,C,R,
3687,default,F,list1,list1-R,Stephanie,1,6322,12,,Republican,R,Party,R,
3687,default,M,list1,list1-R,Tim,0.39,9065,13,R,non-southern,N,C,R,
3687,default,F,list1,list1-R,Jessica,0.41,7418,14,R,non-southern,N,C,R,
3687,default,M,list1,list1-R,Andrew,0.78,5453,15,R,southern,S,C,R,
3687,default,M,list1,list1-R,Jeff,0.41,6209,16,R,southern,S,Empty,R,
3687,default,M,list1,list1-R,Scott,0.65,7764,17,,non-southern,N,C,R,
3687,default,F,list1,list1-R,Sarah,0.62,6141,18,R,southern,S,C,R,
3687,default,F,list1,list1-R,Rachel,0.72,7180,19,R,southern,S,C,R,
3687,default,M,list1,list1-R,Justin,0.01,5545,20,R,Democrat,D,Party,R,
3687,default,F,list1,list1-R,Lisa,0.58,7373,21,,non-southern,N,C,R,
3687,default,M,list1,list1-R,Joseph,0.7,4770,22,R,southern,S,C,R,
3687,default,F,list1,list1-R,Angela,0.6,4432,23,,southern,S,Empty,R,
3687,default,F,list1,list1-R,Emily,0.42,4134,24,R,non-southern,N,C,R,
3687,default,F,list1,list1-R,Haley,0.63,5724,25,,southern,S,C,R,
3687,default,M,list1,list1-R,William,0.32,5188,26,,non-southern,N,C,R,
3687,default,F,list1,list1-R,Elizabeth,0.27,5986,27,,non-southern,N,C,R,
3681,default,F,list1,list1-D,Angela,0.38,21724,4,R,southern,S,Empty,D,
3681,default,M,list1,list1-D,Tim,0.41,9091,5,D,non-southern,N,C,D,
3681,default,M,list1,list1-D,Ryan,0.92,4503,6,R,southern,S,C,D,
3681,default,F,list1,list1-D,Rachel,0.42,14133,7,D,southern,S,C,D,
3681,default,M,list1,list1-D,Andrew,0.24,5892,8,D,southern,S,C,D,
3681,default,M,list1,list1-D,Jeff,0.65,7252,9,D,southern,S,Empty,D,
3681,default,M,list1,list1-D,Michael,0.88,5089,10,R,southern,S,C,D,
3681,default,M,list1,list1-D,Scott,0.2,13438,11,R,non-southern,N,C,D,
3681,default,F,list1,list1-D,Jessica,0.78,8068,12,D,non-southern,N,C,D,
3681,default,M,list1,list1-D,Eric,0.48,4889,13,D,non-southern,N,Empty,D,
3681,default,F,list1,list1-D,Rebecca,0.58,4553,14,R,non-southern,N,Empty,D,
3681,default,F,list1,list1-D,Elizabeth,0.22,3912,15,R,non-southern,N,C,D,
3681,default,F,list1,list1-D,Stephanie,1,6201,16,R,Republican,R,Party,D,
3681,default,M,list1,list1-D,Joseph,0.52,4211,17,D,southern,S,C,D,
3681,default,M,list1,list1-D,Justin,1,3541,18,D,Democrat,D,Party,D,
3681,default,M,list1,list1-D,Patrick,0,24757,19,D,Republican,R,Party,D,
3681,default,F,list1,list1-D,Lisa,0.24,3165,20,R,non-southern,N,C,D,
3681,default,M,list1,list1-D,William,0.52,3389,21,R,non-southern,N,C,D,
3681,default,F,list1,list1-D,Donna,0.89,5781,22,R,southern,S,C,D,
3681,default,F,list1,list1-D,Emily,0.84,5719,23,D,non-southern,N,C,D,
3681,default,F,list1,list1-D,Haley,0.72,4357,24,R,southern,S,C,D,
3681,default,F,list1,list1-D,Sarah,0.35,7805,25,D,southern,S,C,D,
3681,default,F,list1,list1-D,Amanda,0,3689,26,R,Democrat,D,Party,D,
3681,default,M,list1,list1-D,David,0.51,8995,27,D,non-southern,N,C,D,
3674,default,F,list1,list1-D,Rachel,0.29,16542,4,D,southern,S,C,D,
3674,default,M,list1,list1-D,Tim,0.81,11462,5,D,non-southern,N,C,D,
3674,default,M,list1,list1-D,Michael,0.8,5963,6,R,southern,S,C,D,
3674,default,M,list1,list1-D,Andrew,0.28,5828,7,D,southern,S,C,D,
3674,default,F,list1,list1-D,Rebecca,0.4,6432,8,R,non-southern,N,Empty,D,
3674,default,F,list1,list1-D,Donna,0.85,6778,9,R,southern,S,C,D,
3674,default,F,list1,list1-D,Lisa,0.36,5950,10,R,non-southern,N,C,D,
3674,default,M,list1,list1-D,William,0.26,5407,11,R,non-southern,N,C,D,
3674,default,M,list1,list1-D,Justin,1,7059,12,D,Democrat,D,Party,D,
3674,default,F,list1,list1-D,Sarah,0.26,3501,13,D,southern,S,C,D,
3674,default,M,list1,list1-D,Eric,0.75,8032,14,D,non-southern,N,Empty,D,
3674,default,M,list1,list1-D,Scott,0.24,6936,15,R,non-southern,N,C,D,
3674,default,M,list1,list1-D,Patrick,0,5117,16,D,Republican,R,Party,D,
3674,default,F,list1,list1-D,Stephanie,1,3807,17,R,Republican,R,Party,D,
3674,default,M,list1,list1-D,David,0.67,6332,18,D,non-southern,N,C,D,
3674,default,M,list1,list1-D,Ryan,0.83,5048,19,R,southern,S,C,D,
3674,default,F,list1,list1-D,Jessica,0.5,5285,20,D,non-southern,N,C,D,
3674,default,F,list1,list1-D,Amanda,0,5976,21,R,Democrat,D,Party,D,
3674,default,F,list1,list1-D,Angela,0.74,3572,22,R,southern,S,Empty,D,
3674,default,M,list1,list1-D,Jeff,0.34,6036,23,D,southern,S,Empty,D,
3674,default,F,list1,list1-D,Emily,1,3740,24,D,non-southern,N,C,D,
3674,default,M,list1,list1-D,Joseph,0.21,3230,25,D,southern,S,C,D,
3674,default,F,list1,list1-D,Haley,0.74,3274,26,R,southern,S,C,D,
3674,default,F,list1,list1-D,Elizabeth,0.32,5355,27,R,non-southern,N,C,D,
3670,default,F,list2,list2-D,Michelle,0.63,16931,4,R,non-southern,N,C,D,
3670,default,M,list2,list2-D,Anthony,0.32,4971,5,D,southern,S,C,D,
3670,default,F,list2,list2-D,Helen,1,4387,6,D,non-southern,N,C,D,
3670,default,F,list2,list2-D,Anna,0.5,2574,7,R,non-southern,N,C,D,
3670,default,F,list2,list2-D,Ashley,1,5003,8,R,southern,S,C,D,
3670,default,F,list2,list2-D,Stephanie,0.85,4484,9,R,Republican,R,Party,D,
3670,default,M,list2,list2-D,Paul,0.49,4851,10,R,southern,S,C,D,
3670,default,F,list2,list2-D,Kimberly,0.11,5448,11,D,southern,S,C,D,
3670,default,M,list2,list2-D,Christopher,0.78,3363,12,R,southern,S,C,D,
3670,default,M,list2,list2-D,Justin,0.89,4318,13,D,Democrat,D,Party,D,
3670,default,M,list2,list2-D,Patrick,0.04,4094,14,D,Republican,R,Party,D,
3670,default,F,list2,list2-D,Amy,0,4189,15,D,southern,S,C,D,
3670,default,M,list2,list2-D,Kenneth,0.71,3847,16,R,non-southern,N,C,D,
3670,default,M,list2,list2-D,Daniel,0.05,3249,17,R,non-southern,N,C,D,
3670,default,M,list2,list2-D,James,0.92,4726,18,D,non-southern,N,C,D,
3670,default,F,list2,list2-D,Amanda,0.11,3474,19,R,Democrat,D,Party,D,
3670,default,M,list2,list2-D,Jason,0.27,8182,20,D,southern,S,C,D,
3670,default,F,list2,list2-D,Jennifer,0.94,3736,21,D,non-southern,N,C,D,
3670,default,F,list2,list2-D,Emma,0.52,3489,22,R,southern,S,C,D,
3670,default,F,list2,list2-D,Rebecca,0.14,2605,23,R,non-southern,N,Empty,D,
3670,default,M,list2,list2-D,John,0.97,3328,24,D,non-southern,N,C,D,
3670,default,M,list2,list2-D,Jeff,0.4,3157,25,D,southern,S,Empty,D,
3670,default,M,list2,list2-D,Eric,0.56,3385,26,D,non-southern,N,Empty,D,
3670,default,F,list2,list2-D,Angela,0.74,3011,27,R,southern,S,Empty,D,
3678,default,M,list1,list1-D,Ryan,0.51,15471,4,R,southern,S,C,D,
3678,default,F,list1,list1-D,Sarah,0.51,7380,5,D,southern,S,C,D,
3678,default,F,list1,list1-D,Amanda,0.5,4373,6,R,Democrat,D,Party,D,
3678,default,F,list1,list1-D,Rachel,0.51,3525,7,D,southern,S,C,D,
3678,default,M,list1,list1-D,Andrew,0.4,5804,8,D,southern,S,C,D,
3678,default,F,list1,list1-D,Haley,0.49,7123,9,R,southern,S,C,D,
3678,default,F,list1,list1-D,Elizabeth,0.39,4229,10,R,non-southern,N,C,D,
3678,default,M,list1,list1-D,David,0.5,5772,11,D,non-southern,N,C,D,
3678,default,M,list1,list1-D,Joseph,0.62,4031,12,D,southern,S,C,D,
3678,default,M,list1,list1-D,Tim,0.83,3964,13,D,non-southern,N,C,D,
3678,default,F,list1,list1-D,Emily,0.67,3461,14,D,non-southern,N,C,D,
3678,default,M,list1,list1-D,Scott,0.5,2566,15,R,non-southern,N,C,D,
3678,default,F,list1,list1-D,Lisa,0.23,3925,16,R,non-southern,N,C,D,
3678,default,M,list1,list1-D,William,0.71,3559,17,R,non-southern,N,C,D,
3678,default,F,list1,list1-D,Donna,0.49,2940,18,R,southern,S,C,D,
3678,default,M,list1,list1-D,Eric,0.65,5309,19,D,non-southern,N,Empty,D,
3678,default,M,list1,list1-D,Michael,0.48,2901,20,R,southern,S,C,D,
3678,default,M,list1,list1-D,Patrick,0,8452,21,D,Republican,R,Party,D,
3678,default,F,list1,list1-D,Angela,0.5,3917,22,R,southern,S,Empty,D,
3678,default,F,list1,list1-D,Jessica,0.49,2614,23,D,non-southern,N,C,D,
3678,default,M,list1,list1-D,Jeff,0.5,5163,24,D,southern,S,Empty,D,
3678,default,F,list1,list1-D,Stephanie,1,4845,25,R,Republican,R,Party,D,
3678,default,F,list1,list1-D,Rebecca,0.56,3064,26,R,non-southern,N,Empty,D,
3678,default,M,list1,list1-D,Justin,1,4125,27,D,Democrat,D,Party,D,
3689,default,F,list2,list2-D,Anna,0.41,18595,4,,non-southern,N,C,D,
3689,default,M,list2,list2-D,Patrick,0.35,23415,5,D,Republican,R,Party,D,
3689,default,F,list2,list2-D,Jennifer,0.46,573359,6,D,non-southern,N,C,D,
3689,default,F,list2,list2-D,Ashley,0.77,12751,7,,southern,S,C,D,
3689,default,F,list2,list2-D,Rebecca,0.74,38912,8,,non-southern,N,Empty,D,
3689,default,M,list2,list2-D,Paul,0.23,10640,9,,southern,S,C,D,
3689,default,F,list2,list2-D,Amy,0.93,10912,10,D,southern,S,C,D,
3689,default,F,list2,list2-D,Michelle,0,13142,11,,non-southern,N,C,D,
3689,default,M,list2,list2-D,Justin,1,16591,12,D,Democrat,D,Party,D,
3689,default,M,list2,list2-D,Christopher,0.34,11551,13,,southern,S,C,D,
3689,default,M,list2,list2-D,James,0.78,9111,14,D,non-southern,N,C,D,
3689,default,F,list2,list2-D,Helen,0.85,11545,15,D,non-southern,N,C,D,
3689,default,M,list2,list2-D,Jeff,0.92,13118,16,D,southern,S,Empty,D,
3689,default,M,list2,list2-D,Daniel,1,13368,17,,non-southern,N,C,D,
3689,default,M,list2,list2-D,Kenneth,1,11615,18,,non-southern,N,C,D,
3689,default,M,list2,list2-D,Jason,0.02,18816,19,D,southern,S,C,D,
3689,default,M,list2,list2-D,John,0.87,36816,20,D,non-southern,N,C,D,
3689,default,M,list2,list2-D,Anthony,0.2,11127,21,D,southern,S,C,D,
3689,default,F,list2,list2-D,Angela,1,9711,22,,southern,S,Empty,D,
3689,default,F,list2,list2-D,Kimberly,1,11719,23,D,southern,S,C,D,
3689,default,F,list2,list2-D,Emma,1,8599,24,,southern,S,C,D,
3689,default,F,list2,list2-D,Stephanie,1,11527,25,,Republican,R,Party,D,
3689,default,M,list2,list2-D,Eric,0.17,9766,26,D,non-southern,N,Empty,D,
3689,default,F,list2,list2-D,Amanda,0,12271,27,,Democrat,D,Party,D,
3659,default,M,list1,list1-D,Justin,1,26977,4,D,Democrat,D,Party,D,
3659,default,F,list1,list1-D,Elizabeth,0.28,15327,5,R,non-southern,N,C,D,
3659,default,M,list1,list1-D,Eric,0.5,7495,6,D,non-southern,N,Empty,D,
3659,default,F,list1,list1-D,Lisa,0.41,8617,7,R,non-southern,N,C,D,
3659,default,F,list1,list1-D,Angela,0.84,7449,8,R,southern,S,Empty,D,
3659,default,M,list1,list1-D,Scott,0.51,6077,9,R,non-southern,N,C,D,
3659,default,F,list1,list1-D,Sarah,0.62,7897,10,D,southern,S,C,D,
3659,default,M,list1,list1-D,Michael,0.79,8795,11,R,southern,S,C,D,
3659,default,M,list1,list1-D,Joseph,0.55,9079,12,D,southern,S,C,D,
3659,default,M,list1,list1-D,David,0.39,5037,13,D,non-southern,N,C,D,
3659,default,M,list1,list1-D,Ryan,0.58,5673,14,R,southern,S,C,D,
3659,default,F,list1,list1-D,Rebecca,0.53,4387,15,R,non-southern,N,Empty,D,
3659,default,M,list1,list1-D,Tim,0.77,7036,16,D,non-southern,N,C,D,
3659,default,M,list1,list1-D,Patrick,0.03,5820,17,D,Republican,R,Party,D,
3659,default,M,list1,list1-D,William,0.46,37940,18,R,non-southern,N,C,D,
3659,default,F,list1,list1-D,Rachel,0.39,7180,19,D,southern,S,C,D,
3659,default,F,list1,list1-D,Jessica,0.53,4971,20,D,non-southern,N,C,D,
3659,default,F,list1,list1-D,Amanda,0.02,5759,21,R,Democrat,D,Party,D,
3659,default,F,list1,list1-D,Donna,0.63,6975,22,R,southern,S,C,D,
3659,default,M,list1,list1-D,Andrew,0.1,6203,23,D,southern,S,C,D,
3659,default,F,list1,list1-D,Haley,0.32,5446,24,R,southern,S,C,D,
3659,default,F,list1,list1-D,Emily,0.78,5474,25,D,non-southern,N,C,D,
3659,default,F,list1,list1-D,Stephanie,0.98,4053,26,R,Republican,R,Party,D,
3659,default,M,list1,list1-D,Jeff,0.53,5740,27,D,southern,S,Empty,D,
3657,default,M,list1,list1-R,Scott,0.62,12251,4,D,non-southern,N,C,R,
3657,default,M,list1,list1-R,Eric,0.67,7912,5,R,non-southern,N,Empty,R,
3657,default,F,list1,list1-R,Haley,0.49,3525,6,D,southern,S,C,R,
3657,default,F,list1,list1-R,Rebecca,0.51,3847,7,D,non-southern,N,Empty,R,
3657,default,F,list1,list1-R,Elizabeth,0.87,3869,8,D,non-southern,N,C,R,
3657,default,M,list1,list1-R,Joseph,0.93,4781,9,R,southern,S,C,R,
3657,default,F,list1,list1-R,Amanda,0.72,5639,10,D,Democrat,D,Party,R,
3657,default,F,list1,list1-R,Lisa,0.91,5811,11,D,non-southern,N,C,R,
3657,default,F,list1,list1-R,Stephanie,0.14,6043,12,D,Republican,R,Party,R,
3657,default,M,list1,list1-R,Justin,0.22,4152,13,R,Democrat,D,Party,R,
3657,default,M,list1,list1-R,David,0.53,4743,14,R,non-southern,N,C,R,
3657,default,M,list1,list1-R,William,0.72,3839,15,D,non-southern,N,C,R,
3657,default,F,list1,list1-R,Rachel,0.64,5952,16,R,southern,S,C,R,
3657,default,F,list1,list1-R,Donna,0.37,4611,17,D,southern,S,C,R,
3657,default,M,list1,list1-R,Andrew,0.24,3891,18,R,southern,S,C,R,
3657,default,M,list1,list1-R,Patrick,0.8,3651,19,R,Republican,R,Party,R,
3657,default,F,list1,list1-R,Angela,0.58,7393,20,D,southern,S,Empty,R,
3657,default,M,list1,list1-R,Ryan,0.18,6407,21,D,southern,S,C,R,
3657,default,F,list1,list1-R,Emily,0.24,3953,22,R,non-southern,N,C,R,
3657,default,M,list1,list1-R,Jeff,0.66,5014,23,R,southern,S,Empty,R,
3657,default,M,list1,list1-R,Michael,0.51,4402,24,D,southern,S,C,R,
3657,default,F,list1,list1-R,Jessica,0.22,3757,25,R,non-southern,N,C,R,
3657,default,M,list1,list1-R,Tim,0.18,3597,26,R,non-southern,N,C,R,
3657,default,F,list1,list1-R,Sarah,0.81,3097,27,R,southern,S,C,R,
3644,default,F,list2,list2-R,Jennifer,0.39,13716,4,R,non-southern,N,C,R,
3644,default,M,list2,list2-R,Eric,0.74,4613,5,R,non-southern,N,Empty,R,
3644,default,M,list2,list2-R,Daniel,0.98,6756,6,D,non-southern,N,C,R,
3644,default,M,list2,list2-R,Kenneth,0.25,6570,7,D,non-southern,N,C,R,
3644,default,F,list2,list2-R,Ashley,0.26,5033,8,D,southern,S,C,R,
3644,default,F,list2,list2-R,Emma,0.37,9594,9,D,southern,S,C,R,
3644,default,F,list2,list2-R,Anna,0.75,5261,10,D,non-southern,N,C,R,
3644,default,M,list2,list2-R,Paul,0.47,6036,11,D,southern,S,C,R,
3644,default,F,list2,list2-R,Stephanie,0.01,6810,12,D,Republican,R,Party,R,
3644,default,F,list2,list2-R,Kimberly,0.91,3921,13,R,southern,S,C,R,
3644,default,M,list2,list2-R,James,0.08,3120,14,R,non-southern,N,C,R,
3644,default,M,list2,list2-R,John,0.15,3674,15,R,non-southern,N,C,R,
3644,default,F,list2,list2-R,Rebecca,0.36,5656,16,D,non-southern,N,Empty,R,
3644,default,F,list2,list2-R,Michelle,0.53,8552,17,D,non-southern,N,C,R,
3644,default,M,list2,list2-R,Jeff,0.51,3976,18,R,southern,S,Empty,R,
3644,default,F,list2,list2-R,Amy,0.65,7974,19,R,southern,S,C,R,
3644,default,M,list2,list2-R,Patrick,0.98,8255,20,R,Republican,R,Party,R,
3644,default,F,list2,list2-R,Amanda,0.98,8414,21,D,Democrat,D,Party,R,
3644,default,M,list2,list2-R,Justin,0.01,4812,22,R,Democrat,D,Party,R,
3644,default,M,list2,list2-R,Jason,0.8,6871,23,R,southern,S,C,R,
3644,default,F,list2,list2-R,Angela,0.64,4255,24,D,southern,S,Empty,R,
3644,default,F,list2,list2-R,Helen,0.05,4814,25,R,non-southern,N,C,R,
3644,default,M,list2,list2-R,Anthony,0.82,4887,26,R,southern,S,C,R,
3644,default,M,list2,list2-R,Christopher,0.37,2988,27,D,southern,S,C,R,
3686,default,M,list1,list1-R,Justin,0.59,6822,4,R,Democrat,D,Party,R,
3686,default,F,list1,list1-R,Rachel,0.67,5144,5,R,southern,S,C,R,
3686,default,F,list1,list1-R,Haley,0.52,3464,6,,southern,S,C,R,
3686,default,M,list1,list1-R,Michael,0.56,2607,7,,southern,S,C,R,
3686,default,F,list1,list1-R,Donna,0.51,1960,8,,southern,S,C,R,
3686,default,F,list1,list1-R,Emily,0.38,2223,9,R,non-southern,N,C,R,
3686,default,M,list1,list1-R,Andrew,0.35,5520,10,R,southern,S,C,R,
3686,default,M,list1,list1-R,Scott,0.4,1720,11,,non-southern,N,C,R,
3686,default,F,list1,list1-R,Rebecca,0.34,1527,12,,non-southern,N,Empty,R,
3686,default,F,list1,list1-R,Sarah,0.43,1463,13,R,southern,S,C,R,
3686,default,M,list1,list1-R,Jeff,0.48,1344,14,R,southern,S,Empty,R,
3686,default,F,list1,list1-R,Stephanie,0.37,1912,15,,Republican,R,Party,R,
3686,default,M,list1,list1-R,David,0.46,1431,16,R,non-southern,N,C,R,
3686,default,M,list1,list1-R,Eric,0.2,1576,17,R,non-southern,N,Empty,R,
3686,default,M,list1,list1-R,Ryan,0.33,1311,18,,southern,S,C,R,
3686,default,F,list1,list1-R,Jessica,0.53,1488,19,R,non-southern,N,C,R,
3686,default,F,list1,list1-R,Elizabeth,0.62,1223,20,,non-southern,N,C,R,
3686,default,F,list1,list1-R,Amanda,0.59,1319,21,,Democrat,D,Party,R,
3686,default,F,list1,list1-R,Lisa,0.43,1552,22,,non-southern,N,C,R,
3686,default,M,list1,list1-R,Tim,0.49,1688,23,R,non-southern,N,C,R,
3686,default,F,list1,list1-R,Angela,0.58,2679,24,,southern,S,Empty,R,
3686,default,M,list1,list1-R,Patrick,0.31,1864,25,R,Republican,R,Party,R,
3686,default,M,list1,list1-R,William,0.56,2544,26,,non-southern,N,C,R,
3686,default,M,list1,list1-R,Joseph,0.35,3471,27,R,southern,S,C,R,
3688,default,M,list2,list2-D,Jeff,0.34,8543,4,D,southern,S,Empty,D,
3688,default,F,list2,list2-D,Anna,0.27,8150,5,,non-southern,N,C,D,
3688,default,F,list2,list2-D,Jennifer,1,5512,6,D,non-southern,N,C,D,
3688,default,M,list2,list2-D,James,0.97,2784,7,D,non-southern,N,C,D,
3688,default,M,list2,list2-D,Kenneth,0.53,5640,8,,non-southern,N,C,D,
3688,default,F,list2,list2-D,Kimberly,0.02,4672,9,D,southern,S,C,D,
3688,default,F,list2,list2-D,Rebecca,0.38,6511,10,,non-southern,N,Empty,D,
3688,default,M,list2,list2-D,Patrick,0.61,6432,11,D,Republican,R,Party,D,
3688,default,F,list2,list2-D,Michelle,0.02,4223,12,,non-southern,N,C,D,
3688,default,M,list2,list2-D,Daniel,0.01,4375,13,,non-southern,N,C,D,
3688,default,F,list2,list2-D,Helen,0.98,4120,14,D,non-southern,N,C,D,
3688,default,F,list2,list2-D,Angela,0.75,5359,15,,southern,S,Empty,D,
3688,default,M,list2,list2-D,Anthony,0,4295,16,D,southern,S,C,D,
3688,default,M,list2,list2-D,Justin,0.99,5991,17,D,Democrat,D,Party,D,
3688,default,M,list2,list2-D,Christopher,0.72,5383,18,,southern,S,C,D,
3688,default,F,list2,list2-D,Emma,0.34,5921,19,,southern,S,C,D,
3688,default,M,list2,list2-D,John,0.66,4815,20,D,non-southern,N,C,D,
3688,default,M,list2,list2-D,Eric,0.48,5616,21,D,non-southern,N,Empty,D,
3688,default,F,list2,list2-D,Amanda,0.02,4511,22,,Democrat,D,Party,D,
3688,default,F,list2,list2-D,Ashley,1,5959,23,,southern,S,C,D,
3688,default,F,list2,list2-D,Stephanie,0.99,3736,24,,Republican,R,Party,D,
3688,default,M,list2,list2-D,Paul,0.97,3888,25,,southern,S,C,D,
3688,default,F,list2,list2-D,Amy,0.03,3512,26,D,southern,S,C,D,
3688,default,M,list2,list2-D,Jason,0.46,6241,27,D,southern,S,C,D,
3685,default,F,list1,list1-R,Jessica,1,12018,4,R,non-southern,N,C,R,
3685,default,M,list1,list1-R,Jeff,0.68,7292,5,R,southern,S,Empty,R,
3685,default,F,list1,list1-R,Emily,0,7261,6,R,non-southern,N,C,R,
3685,default,M,list1,list1-R,Scott,0.28,7513,7,,non-southern,N,C,R,
3685,default,F,list1,list1-R,Rebecca,0.33,11926,8,,non-southern,N,Empty,R,
3685,default,F,list1,list1-R,Sarah,0.69,7254,9,R,southern,S,C,R,
3685,default,M,list1,list1-R,Eric,0.21,6193,10,R,non-southern,N,Empty,R,
3685,default,M,list1,list1-R,David,0.23,11698,11,R,non-southern,N,C,R,
3685,default,M,list1,list1-R,Patrick,1,6354,12,R,Republican,R,Party,R,
3685,default,M,list1,list1-R,Andrew,0.74,6220,13,R,southern,S,C,R,
3685,default,F,list1,list1-R,Lisa,0,4642,14,,non-southern,N,C,R,
3685,default,M,list1,list1-R,Ryan,0.76,8210,15,,southern,S,C,R,
3685,default,F,list1,list1-R,Amanda,0,4027,16,,Democrat,D,Party,R,
3685,default,M,list1,list1-R,Joseph,1,5516,17,R,southern,S,C,R,
3685,default,F,list1,list1-R,Elizabeth,0.12,4690,18,,non-southern,N,C,R,
3685,default,M,list1,list1-R,William,0.37,6573,19,,non-southern,N,C,R,
3685,default,F,list1,list1-R,Stephanie,1,5539,20,,Republican,R,Party,R,
3685,default,F,list1,list1-R,Donna,1,7695,21,,southern,S,C,R,
3685,default,M,list1,list1-R,Michael,0.71,7227,22,,southern,S,C,R,
3685,default,F,list1,list1-R,Rachel,0.69,5007,23,R,southern,S,C,R,
3685,default,M,list1,list1-R,Tim,0,3191,24,R,non-southern,N,C,R,
3685,default,F,list1,list1-R,Angela,0.52,6593,25,,southern,S,Empty,R,
3685,default,F,list1,list1-R,Haley,0.64,6833,26,,southern,S,C,R,
3685,default,M,list1,list1-R,Justin,0,4881,27,R,Democrat,D,Party,R,
3666,default,M,list1,list1-R,Eric,0.51,20934,4,R,non-southern,N,Empty,R,
3666,default,F,list1,list1-R,Jessica,0.38,10040,5,R,non-southern,N,C,R,
3666,default,F,list1,list1-R,Lisa,0.72,10066,6,D,non-southern,N,C,R,
3666,default,M,list1,list1-R,Justin,0,6921,7,R,Democrat,D,Party,R,
3666,default,M,list1,list1-R,Patrick,1,5976,8,R,Republican,R,Party,R,
3666,default,M,list1,list1-R,Jeff,0.66,8592,9,R,southern,S,Empty,R,
3666,default,F,list1,list1-R,Sarah,0.58,10712,10,R,southern,S,C,R,
3666,default,F,list1,list1-R,Haley,0.42,9448,11,D,southern,S,C,R,
3666,default,F,list1,list1-R,Elizabeth,0.71,5817,12,D,non-southern,N,C,R,
3666,default,M,list1,list1-R,Scott,0.51,8208,13,D,non-southern,N,C,R,
3666,default,M,list1,list1-R,William,0.6,5776,14,D,non-southern,N,C,R,
3666,default,F,list1,list1-R,Stephanie,0,5840,15,D,Republican,R,Party,R,
3666,default,M,list1,list1-R,Michael,0.47,6351,16,D,southern,S,C,R,
3666,default,M,list1,list1-R,Tim,0.35,7000,17,R,non-southern,N,C,R,
3666,default,M,list1,list1-R,Ryan,0.36,5870,18,D,southern,S,C,R,
3666,default,F,list1,list1-R,Donna,0.44,6880,19,D,southern,S,C,R,
